resume_text,skills_count,keywords_count,format_score,experience_years,education_score,selected
"JavaScript, SQL, Communication, Big Data, Leadership, Problem-Solving, HTML, Data Science",8,2,6,11,5,1
"JavaScript, CSS, Python, C++, Cloud Computing, SQL",6,1,7,17,9,1
"Teamwork, JavaScript, AI, Python, Data Science, Time Management, Machine Learning",7,4,5,8,5,1
"Problem-Solving, JavaScript, Leadership, Time Management, Big Data, SQL",6,1,10,20,7,1
"Teamwork, Creativity, SQL, Data Science, Project Management, Python, Problem-Solving",7,2,5,9,7,1
"Project Management, Cloud Computing, Data Science, AI, CSS, Leadership",6,3,7,2,5,0
"AI, Machine Learning, HTML, C++, CSS, Communication, Python, Adaptability, Project Management, Problem-Solving",10,3,8,10,9,1
"Project Management, Data Science, CSS, Python, Cloud Computing, Time Management, Java, Deep Learning, HTML, AI",10,3,10,15,10,1
"SQL, C++, HTML, Cloud Computing, CSS, Communication, Teamwork",7,0,8,2,10,1
"Leadership, Problem-Solving, HTML, JavaScript, Java, Teamwork",6,1,8,15,7,1
"C++, Java, Adaptability, Teamwork, Creativity, Communication",6,0,10,7,5,1
"Big Data, Cloud Computing, Teamwork, C++, Deep Learning, Java, JavaScript, Project Management, Creativity, Python",10,1,6,3,5,0
"CSS, Big Data, AI, Data Science, Cloud Computing, Teamwork, Problem-Solving, Creativity, Machine Learning, Time Management",10,3,5,15,10,1
"Data Science, JavaScript, Leadership, Problem-Solving, Deep Learning",5,2,7,3,7,0
"Project Management, Problem-Solving, C++, Communication, SQL, Deep Learning, Leadership, Java, Adaptability, Teamwork",10,1,5,3,10,1
"Time Management, Communication, Adaptability, Project Management, Machine Learning, Creativity, Cloud Computing",7,1,9,19,5,1
"Time Management, Java, AI, Problem-Solving, Teamwork, C++, Python, SQL, Creativity, CSS",10,2,8,6,9,1
"Leadership, Project Management, Big Data, Creativity, Adaptability, C++",6,1,8,0,9,0
"Python, JavaScript, AI, HTML, Problem-Solving, Project Management, Big Data, Time Management, Java",9,2,7,9,7,1
"SQL, Problem-Solving, Communication, Java, CSS",5,0,5,6,5,0
"Creativity, AI, Adaptability, Big Data, Communication, Teamwork, HTML, Cloud Computing, Java, Data Science",10,2,7,19,9,1
"Big Data, Teamwork, Problem-Solving, Adaptability, Time Management, Python, Java",7,1,6,7,10,1
"Adaptability, Problem-Solving, SQL, Deep Learning, Cloud Computing, Time Management, Leadership, Python, Big Data",9,2,5,1,7,0
"Time Management, Teamwork, HTML, Data Science, C++, JavaScript, Python, Java, Machine Learning, Communication",10,3,6,2,10,1
"HTML, Deep Learning, C++, Communication, JavaScript, Python, Time Management, Problem-Solving",8,1,9,4,5,0
"Python, Deep Learning, HTML, Project Management, Teamwork",5,1,10,5,10,1
"Adaptability, Project Management, HTML, AI, Python, Data Science",6,3,6,14,7,1
"Java, Creativity, Teamwork, C++, Machine Learning",5,1,6,14,9,1
"Python, HTML, Time Management, Java, Machine Learning, AI, Deep Learning, Data Science",8,4,9,9,10,1
"HTML, Data Science, Machine Learning, Teamwork, C++, SQL, Time Management, Java",8,2,5,6,5,1
"C++, Adaptability, Time Management, Java, Deep Learning, Leadership, JavaScript, Creativity, SQL, HTML",10,1,8,20,10,1
"Project Management, HTML, Time Management, Creativity, Adaptability, Data Science",6,1,7,17,9,1
"Communication, Cloud Computing, Deep Learning, Time Management, Big Data",5,0,7,5,9,1
"Communication, Data Science, Big Data, Adaptability, JavaScript, Teamwork, C++",7,1,8,8,5,1
"Deep Learning, Project Management, SQL, Problem-Solving, Communication, Time Management, Java",7,0,10,12,7,1
"Adaptability, Leadership, Project Management, Problem-Solving, Communication, AI, SQL, Big Data",8,2,10,1,7,0
"Big Data, Machine Learning, Time Management, JavaScript, Data Science",5,2,9,18,5,1
"AI, Problem-Solving, Communication, JavaScript, C++, SQL",6,1,5,6,10,1
"Problem-Solving, Java, CSS, Project Management, Deep Learning, Creativity, Cloud Computing, JavaScript",8,0,5,9,10,1
"Java, Python, Problem-Solving, Creativity, Leadership, Adaptability, Communication, Machine Learning, Big Data, AI",10,4,9,10,7,1
"Communication, Teamwork, Adaptability, C++, Creativity, Big Data, Python, Leadership, Problem-Solving",9,2,10,16,5,1
"SQL, Time Management, Project Management, AI, CSS, HTML, Adaptability, Java",8,1,6,4,9,1
"Project Management, Teamwork, Adaptability, Deep Learning, Problem-Solving, SQL, C++, Time Management, JavaScript, CSS",10,0,6,19,9,1
"AI, CSS, Project Management, SQL, Problem-Solving, Communication, Teamwork, Adaptability, Creativity",9,1,5,0,10,1
"Time Management, C++, Adaptability, Leadership, Data Science, Machine Learning, Deep Learning",7,3,6,7,5,1
"Leadership, HTML, Time Management, AI, Data Science, Big Data, Communication",7,3,6,10,5,1
"Python, Machine Learning, Problem-Solving, HTML, Project Management",5,2,10,17,10,1
"Machine Learning, Deep Learning, CSS, Java, Python, Adaptability, AI, Teamwork",8,3,7,1,5,0
"JavaScript, Data Science, Time Management, Big Data, Machine Learning, Adaptability, SQL, Problem-Solving",8,2,10,4,5,1
"Big Data, CSS, Adaptability, Machine Learning, Problem-Solving, Cloud Computing, Leadership, Creativity, AI, SQL",10,3,6,12,10,1
"Cloud Computing, Big Data, Creativity, AI, Deep Learning, SQL, Project Management, Time Management, Java, Machine Learning",10,2,7,1,7,0
"Data Science, Leadership, CSS, AI, Python, Adaptability, Teamwork, Machine Learning",8,5,7,2,10,1
"AI, HTML, CSS, Deep Learning, Cloud Computing, Leadership, Python",7,3,5,10,10,1
"Java, Data Science, JavaScript, Leadership, Problem-Solving, Project Management, HTML, Teamwork",8,2,5,6,7,1
"SQL, Project Management, Java, Time Management, Cloud Computing, Communication, Teamwork, Big Data, Machine Learning",9,1,8,2,9,1
"Teamwork, SQL, Time Management, Deep Learning, Java, Creativity, Cloud Computing, Data Science, Problem-Solving, Communication",10,1,5,4,5,0
"Java, Cloud Computing, Leadership, C++, Communication, Big Data, Adaptability",7,1,9,17,5,1
"Machine Learning, Creativity, SQL, Communication, Project Management, Python, JavaScript, Java",8,2,10,11,10,1
"Time Management, Big Data, AI, HTML, Adaptability",5,1,10,20,7,1
"Project Management, Time Management, Data Science, Adaptability, Problem-Solving, Creativity, JavaScript",7,1,9,7,10,1
"Time Management, Communication, Big Data, Leadership, Problem-Solving, CSS, Creativity",7,1,8,19,5,1
"CSS, Time Management, SQL, Cloud Computing, JavaScript, Python, Data Science, Machine Learning, Leadership, Teamwork",10,4,7,11,10,1
"AI, Problem-Solving, Machine Learning, Project Management, C++, Creativity, Data Science, Deep Learning, Java, Python",10,4,9,18,9,1
"Big Data, Cloud Computing, Project Management, Teamwork, AI, JavaScript, Adaptability, Machine Learning",8,2,8,8,7,1
"Communication, Java, Big Data, Project Management, Creativity, Adaptability, Teamwork, Leadership, SQL",9,1,10,18,9,1
"Creativity, Data Science, C++, Teamwork, Python, Time Management, SQL, Java, Problem-Solving",9,2,6,6,5,1
"HTML, Data Science, Deep Learning, Communication, AI",5,2,6,3,7,0
"Communication, Creativity, CSS, Big Data, Deep Learning, Project Management, Python, JavaScript, Leadership",9,2,5,10,7,1
"Teamwork, Data Science, Leadership, Adaptability, Machine Learning",5,3,10,6,9,1
"HTML, JavaScript, Leadership, Creativity, Python, C++, SQL, Machine Learning, Big Data, Data Science",10,4,6,13,10,1
"Machine Learning, SQL, Cloud Computing, Data Science, Deep Learning, HTML, AI, Leadership, Teamwork, Creativity",10,4,9,20,10,1
"Time Management, Project Management, Creativity, Communication, Java, Problem-Solving, Adaptability, SQL",8,0,6,2,7,0
"Project Management, Cloud Computing, Deep Learning, AI, Time Management, CSS",6,1,9,5,10,1
"SQL, Problem-Solving, Leadership, HTML, Creativity, Deep Learning, Communication, AI, Python, CSS",10,3,7,2,10,1
"C++, Adaptability, JavaScript, Time Management, Deep Learning, Cloud Computing, Big Data",7,0,10,10,5,1
"Java, JavaScript, SQL, Communication, Leadership",5,1,7,10,10,1
"Big Data, Creativity, Cloud Computing, Data Science, Time Management, Communication, Machine Learning",7,2,6,11,5,1
"Creativity, SQL, AI, Java, Adaptability, Teamwork, Leadership",7,2,8,10,10,1
"Cloud Computing, Machine Learning, Data Science, Problem-Solving, Big Data, JavaScript, Creativity, Project Management",8,2,7,18,5,1
"Big Data, CSS, Problem-Solving, HTML, Python",5,1,5,8,7,1
"CSS, Adaptability, AI, Problem-Solving, Time Management, SQL, Data Science, Machine Learning, Teamwork, Deep Learning",10,3,8,18,5,1
"Python, Machine Learning, HTML, SQL, AI, Java, CSS, C++, Problem-Solving",9,3,9,14,5,1
"CSS, Project Management, Adaptability, Problem-Solving, Time Management, Big Data",6,0,10,20,9,1
"AI, Data Science, JavaScript, HTML, Big Data, Java, CSS, Communication",8,2,5,7,5,1
"Leadership, Cloud Computing, Problem-Solving, Creativity, Java, JavaScript, AI, Adaptability, Python",9,3,7,8,9,1
"Python, HTML, Creativity, Teamwork, Communication, SQL",6,1,9,0,7,0
"Teamwork, Python, Adaptability, Time Management, CSS, SQL, Big Data, C++, JavaScript, Project Management",10,1,6,15,10,1
"Communication, Project Management, Machine Learning, SQL, Creativity, Leadership, HTML",7,2,6,10,7,1
"Leadership, Adaptability, AI, Problem-Solving, Communication, JavaScript, Java, Data Science",8,3,10,0,10,1
"Java, CSS, Project Management, Python, Communication, Adaptability",6,1,8,7,7,1
"Leadership, Time Management, Project Management, Cloud Computing, Machine Learning, Java",6,2,6,17,5,1
"Data Science, HTML, SQL, Problem-Solving, Deep Learning, AI",6,2,8,5,10,1
"Leadership, Big Data, Time Management, JavaScript, C++, Problem-Solving",6,1,9,15,5,1
"AI, Java, Teamwork, C++, Leadership",5,2,5,12,7,1
"Leadership, Machine Learning, Data Science, Big Data, JavaScript, Problem-Solving, Communication",7,3,9,13,5,1
"Python, Adaptability, C++, JavaScript, Project Management, Java, Problem-Solving",7,1,9,20,5,1
"Leadership, Python, Teamwork, Big Data, C++, HTML, Java",7,2,8,14,5,1
"JavaScript, C++, Problem-Solving, SQL, Adaptability, Creativity",6,0,7,17,9,1
"SQL, Python, Java, Time Management, Communication, JavaScript",6,1,10,0,7,0
"JavaScript, Data Science, Communication, CSS, Machine Learning",5,2,5,10,7,1
"Cloud Computing, CSS, HTML, AI, Teamwork, Communication, Big Data, Java, Python",9,2,6,7,7,1
"HTML, Teamwork, JavaScript, Big Data, Project Management",5,0,9,12,10,1
"Teamwork, Machine Learning, HTML, Adaptability, Data Science",5,2,10,19,5,1
"Python, CSS, Creativity, Project Management, AI, HTML, Java, Leadership",8,3,6,17,10,1
"Project Management, Python, SQL, Adaptability, Deep Learning, C++, Problem-Solving, Data Science",8,2,9,18,5,1
"Cloud Computing, Machine Learning, Deep Learning, Project Management, Adaptability, Teamwork, CSS",7,1,5,14,7,1
"Deep Learning, JavaScript, Project Management, CSS, SQL, Cloud Computing, Adaptability",7,0,8,3,7,0
"Java, HTML, C++, Leadership, Deep Learning, SQL, Communication, Adaptability, CSS, AI",10,2,9,19,7,1
"Machine Learning, Project Management, Problem-Solving, Leadership, Python, SQL, Data Science, C++",8,4,5,2,9,1
"C++, Project Management, Cloud Computing, Python, Creativity, Big Data, AI, CSS, Leadership, Java",10,3,5,20,10,1
"Time Management, HTML, Teamwork, AI, Communication, Java",6,1,9,20,9,1
"CSS, Leadership, Adaptability, Communication, Machine Learning, Java, Project Management, SQL, JavaScript",9,2,7,18,5,1
"Cloud Computing, Problem-Solving, Python, CSS, Time Management, C++, HTML",7,1,9,17,10,1
"Data Science, Creativity, SQL, Big Data, CSS, Deep Learning, Adaptability",7,1,10,19,10,1
"SQL, Data Science, Deep Learning, Time Management, Leadership, Adaptability, AI",7,3,9,9,9,1
"Adaptability, Python, Problem-Solving, C++, Deep Learning, Big Data, Cloud Computing, HTML, AI, Teamwork",10,2,9,3,10,1
"Cloud Computing, Communication, Python, AI, Time Management",5,2,5,8,7,1
"Java, Big Data, Data Science, Machine Learning, Leadership, HTML, Communication",7,3,9,6,10,1
"AI, Project Management, Time Management, SQL, Deep Learning, Python, Big Data, JavaScript, Data Science, HTML",10,3,5,16,10,1
"JavaScript, Problem-Solving, Leadership, Adaptability, HTML, AI",6,2,7,8,9,1
"CSS, HTML, Data Science, AI, Big Data, Deep Learning, Leadership, Project Management",8,3,9,14,5,1
"Python, HTML, Machine Learning, Java, Problem-Solving, Project Management",6,2,8,18,7,1
"Big Data, Leadership, SQL, Problem-Solving, Java",5,1,10,8,9,1
"Deep Learning, Leadership, Big Data, Project Management, SQL, Creativity, Machine Learning, Communication, C++",9,2,5,12,7,1
"Adaptability, Data Science, Java, Big Data, Machine Learning, Problem-Solving",6,2,5,15,7,1
"Time Management, Communication, Machine Learning, Problem-Solving, Java",5,1,9,13,7,1
"CSS, Creativity, Teamwork, Leadership, Project Management, Python",6,2,8,14,7,1
"Java, Cloud Computing, C++, Deep Learning, SQL, AI, Leadership, Communication",8,2,9,18,7,1
"CSS, Creativity, SQL, Time Management, Deep Learning, Project Management, Data Science",7,1,6,8,5,1
"Time Management, Problem-Solving, Project Management, Adaptability, Big Data, AI, Leadership, Communication",8,2,5,3,5,0
"C++, Creativity, Data Science, JavaScript, Problem-Solving, Time Management, Machine Learning, Project Management, Cloud Computing",9,2,8,1,7,0
"JavaScript, Communication, Adaptability, Teamwork, Python, Project Management, Java, C++",8,1,5,0,5,0
"Problem-Solving, Teamwork, Adaptability, Creativity, JavaScript",5,0,8,9,9,1
"Adaptability, AI, Machine Learning, Project Management, Problem-Solving, Python, CSS, Data Science",8,4,10,11,7,1
"Java, CSS, JavaScript, Machine Learning, Adaptability",5,1,8,14,9,1
"Machine Learning, Big Data, SQL, Java, Project Management, Leadership, Problem-Solving, CSS",8,2,6,0,10,1
"Leadership, Communication, Time Management, Deep Learning, C++, Adaptability, Data Science, CSS, Cloud Computing",9,2,9,9,10,1
"Cloud Computing, Leadership, Time Management, Java, Data Science, Big Data",6,2,8,4,10,1
"Python, Creativity, Deep Learning, Leadership, HTML, Problem-Solving, Cloud Computing, Time Management, AI",9,3,5,4,5,0
"Time Management, Communication, CSS, Cloud Computing, Creativity",5,0,7,19,9,1
"Problem-Solving, Python, SQL, Big Data, Cloud Computing",5,1,6,10,9,1
"HTML, Project Management, CSS, SQL, Leadership",5,1,5,4,5,0
"AI, SQL, C++, Adaptability, Machine Learning, Creativity, Problem-Solving, Big Data",8,2,6,13,9,1
"SQL, Leadership, Java, Teamwork, Adaptability, Project Management, CSS, Cloud Computing, C++",9,1,10,18,10,1
"Java, Machine Learning, Time Management, Leadership, Creativity, Cloud Computing, Deep Learning, C++",8,2,5,16,9,1
"Leadership, JavaScript, Problem-Solving, CSS, Machine Learning",5,2,5,10,10,1
"Python, Cloud Computing, SQL, CSS, Communication, Big Data, Data Science, C++, Time Management, Java",10,2,6,17,9,1
"C++, Deep Learning, Machine Learning, Adaptability, CSS, HTML, Project Management",7,1,5,19,10,1
"Project Management, Data Science, Cloud Computing, C++, Big Data, Problem-Solving",6,1,5,19,10,1
"Java, Cloud Computing, HTML, Machine Learning, Adaptability, Teamwork, CSS",7,1,8,19,9,1
"Teamwork, Deep Learning, Time Management, Data Science, Communication, Adaptability, CSS, Cloud Computing, Machine Learning",9,2,6,9,9,1
"Deep Learning, Machine Learning, Cloud Computing, CSS, Project Management, Creativity",6,1,8,3,10,1
"HTML, Adaptability, JavaScript, Leadership, C++, Machine Learning, Project Management, Creativity",8,2,6,16,5,1
"JavaScript, C++, Creativity, Communication, AI, Python, Big Data, Java",8,2,10,2,9,1
"Communication, JavaScript, Data Science, Time Management, CSS",5,1,10,10,10,1
"AI, Project Management, Leadership, Java, Adaptability",5,2,5,15,7,1
"Cloud Computing, Time Management, JavaScript, Adaptability, Big Data, Project Management",6,0,8,6,9,1
"CSS, Big Data, Leadership, Java, SQL, Problem-Solving, Python, Communication, Adaptability, Deep Learning",10,2,5,10,9,1
"Deep Learning, Time Management, Cloud Computing, C++, Creativity, Data Science, Teamwork, Problem-Solving",8,1,5,13,9,1
"Java, Communication, SQL, HTML, Leadership",5,1,8,4,5,0
"Project Management, Adaptability, Java, Communication, Python",5,1,10,15,10,1
"Leadership, Cloud Computing, Python, Machine Learning, Big Data, Project Management, Creativity",7,3,6,16,7,1
"Deep Learning, HTML, CSS, SQL, Project Management, Python, JavaScript, Data Science, Time Management",9,2,9,5,10,1
"Leadership, Project Management, AI, Teamwork, JavaScript, Cloud Computing, Java, Communication, Time Management, Deep Learning",10,2,10,16,9,1
"Creativity, Communication, Project Management, JavaScript, SQL, Machine Learning",6,1,9,15,9,1
"Machine Learning, Time Management, Teamwork, Python, Big Data, Communication",6,2,5,12,9,1
"AI, Project Management, Python, Java, Creativity",5,2,10,14,9,1
"AI, JavaScript, Creativity, Machine Learning, Leadership, SQL",6,3,5,9,5,1
"Machine Learning, Data Science, Project Management, Teamwork, CSS, C++",6,2,5,12,9,1
"Machine Learning, Java, Creativity, Cloud Computing, SQL, HTML, Data Science, Python, Leadership",9,4,7,16,5,1
